라가, 62, 194
바사, 88, 149
바차, 66, 194
바하, 85, 194
차하, 82, 176
차마, 64, 163
마타, 49, 152
하마, 40, 193
가마, 87, 167
나바, 94, 154
다나, 72, 156
마나, 89, 180
카차, 87, 189
카사, 55, 180
마카, 77, 195
마나, 57, 145
아다, 72, 147
차가, 45, 195
라가, 68, 199
바파, 45, 168
마나, 64, 160
카라, 79, 171
마카, 72, 169
타카, 46, 153
다아, 53, 148
사파, 74, 161
바카, 50, 185
나바, 66, 142
사자, 86, 143
사파, 54, 156
사라, 95, 167
카하, 66, 170
사바, 98, 195
아자, 65, 141
바마, 48, 158
나아, 44, 189
마마, 55, 170
카타, 41, 163
파라, 48, 165
하나, 50, 161
마차, 91, 148
하사, 95, 152
다마, 45, 146
하자, 98, 173
아자, 55, 140
자아, 60, 166
가나, 65, 161
바다, 96, 144
가다, 94, 187
자다, 41, 167
하라, 78, 188
다차, 56, 161
라마, 56, 190
바자, 47, 156
자하, 68, 168
차가, 41, 192
아가, 91, 172
라하, 93, 181
자자, 79, 175
타타, 51, 154
사사, 83, 146
바가, 81, 180
아가, 78, 160
사차, 91, 144
가다, 72, 173
카다, 78, 159
나마, 85, 147
마가, 96, 180
마자, 57, 171
아하, 95, 179
자하, 63, 169
다가, 52, 198
하카, 94, 171
차가, 73, 162
카마, 68, 146
나사, 59, 185
파나, 90, 142
가바, 97, 145
아타, 90, 187
사라, 52, 179
자아, 52, 140
라자, 98, 151
자아, 86, 188
바마, 97, 187
라바, 90, 176
바파, 53, 165
라타, 63, 173
다나, 83, 146
하자, 70, 161
차아, 60, 172
가타, 72, 150
바마, 92, 168
바카, 82, 145
타다, 98, 192
사자, 49, 171
아사, 45, 198
나자, 64, 154
가차, 73, 150
마가, 50, 154
아마, 75, 153
자타, 67, 186
하사, 88, 178
파나, 95, 197
사라, 88, 199
가카, 40, 169
사사, 88, 196
사라, 59, 188
바차, 42, 151
마사, 57, 187
라나, 87, 143
라다, 40, 170
타가, 57, 163
타자, 91, 189
하카, 86, 179
카다, 67, 171
사바, 40, 169
가바, 91, 159
바다, 88, 190
자자, 63, 165
아마, 74, 170
나바, 73, 199
카가, 49, 196
나바, 87, 165
가차, 79, 140
카마, 43, 153
사가, 99, 177
다마, 77, 151
가하, 73, 179
자다, 44, 187
바바, 44, 176
바사, 80, 199
다가, 74, 199
자타, 47, 162
파바, 82, 169
자사, 42, 146
라카, 74, 184
타마, 95, 162
하나, 49, 190
파자, 44, 141
바나, 86, 155
사사, 68, 182
나자, 92, 187
사파, 76, 169
하사, 56, 185
아차, 65, 152
파타, 72, 166
아사, 72, 156
자나, 45, 142
하라, 49, 157
바마, 79, 178
하파, 49, 171
라카, 47, 173
파아, 92, 194
가하, 87, 144
아자, 66, 191
차자, 80, 144
파카, 66, 183
다자, 42, 196
라사, 57, 142
나사, 76, 162
파하, 43, 152
차다, 84, 144
가나, 81, 166
다바, 46, 177
바하, 53, 171
라카, 98, 176
차바, 40, 163
라라, 82, 160
나바, 43, 199
자라, 89, 181
나다, 86, 187
차하, 63, 149
카나, 58, 171
아라, 74, 184
바가, 76, 162
다마, 86, 182
다다, 57, 195
타다, 59, 163
사다, 59, 198
타가, 78, 176
라차, 83, 172
나라, 82, 146
나사, 64, 143
타자, 58, 185
하마, 65, 149
라바, 73, 161
다자, 58, 170
다사, 67, 176
가가, 54, 187
아가, 84, 155
차카, 67, 177
자나, 46, 149
하카, 83, 188
자다, 53, 184
타파, 90, 148
사마, 83, 184
나하, 73, 142
라라, 73, 197
파카, 64, 148
바자, 75, 154
마자, 89, 144
파카, 46, 160
나마, 94, 169
나바, 92, 191
사바, 49, 175
파바, 46, 147
아다, 43, 179
나타, 80, 176
차나, 99, 154
아바, 70, 181
사하, 91, 157
마하, 79, 193
다아, 67, 158
자카, 83, 184
라마, 61, 185
차사, 63, 180
하자, 57, 175
아나, 89, 177
하차, 48, 188
사하, 78, 155
사타, 78, 156
아바, 67, 188
라라, 96, 190
차하, 78, 199
자가, 78, 180
바아, 55, 143
하바, 48, 183
자마, 83, 160
나타, 85, 164
타다, 94, 186
사나, 77, 165
라타, 68, 165
다나, 96, 140
아차, 51, 193
하카, 61, 153
하파, 88, 194
라아, 53, 169
바사, 58, 157
차아, 67, 143
마타, 71, 180
다파, 56, 150
카파, 50, 161
아파, 91, 193
가파, 66, 182
아차, 68, 186
나자, 87, 180
자자, 71, 179
파파, 84, 143
카마, 78, 160
라차, 54, 192
라라, 61, 198
사카, 97, 193
바라, 86, 140
바다, 95, 141
나카, 40, 147
가가, 80, 194
타가, 62, 162
가아, 76, 174
가아, 94, 159
타아, 85, 169
다아, 63, 141
가타, 44, 170
다다, 89, 157
자차, 64, 145
바마, 86, 190
나바, 66, 144
사마, 55, 179
바카, 83, 187
하파, 88, 184
가라, 47, 166
사나, 42, 155
가마, 70, 195
파타, 72, 192
하나, 47, 149
카사, 48, 178
차아, 49, 191
자아, 95, 160
카사, 56, 140
나하, 42, 191
파하, 57, 180
바하, 70, 178
파하, 94, 148
차하, 98, 146
파바, 45, 149
마바, 90, 187
파하, 41, 167
타사, 88, 176
아마, 99, 172
마라, 57, 159
아카, 69, 162
마자, 93, 164
사나, 96, 140
아가, 77, 179
타파, 54, 145
바라, 96, 174
나다, 51, 162
자나, 90, 184
하자, 88, 162
사아, 54, 196
사아, 62, 175
타타, 75, 193
파가, 73, 189
하바, 62, 148
자라, 70, 198
마나, 53, 197
하라, 81, 194
바타, 46, 173
다바, 41, 154
파바, 64, 188
아가, 97, 187
하차, 83, 150
차카, 79, 152
카파, 59, 163
라아, 62, 143
바아, 85, 170
나사, 79, 142
라파, 69, 175
차사, 50, 177
아바, 47, 172
바자, 92, 158
아바, 91, 142
다마, 67, 176
마바, 70, 165
하바, 56, 150
바카, 94, 145
카하, 46, 147
자사, 92, 146
다나, 59, 177
바나, 61, 173
사마, 64, 197
카자, 74, 168
사라, 83, 169
카가, 91, 162
하다, 92, 191
아파, 91, 155
가나, 77, 197
라라, 42, 161
파사, 54, 193
하다, 88, 186
자차, 41, 162
나사, 62, 140
나카, 92, 185
라사, 65, 140
마다, 87, 150
아마, 60, 141
마바, 46, 169
타바, 84, 180
타가, 98, 178
나사, 85, 193
자자, 86, 165
라자, 76, 171
하자, 67, 146
하파, 74, 157
가가, 96, 150
다카, 91, 179
나마, 48, 174
파라, 96, 159
가차, 52, 140
파사, 64, 143
바사, 75, 176
나카, 98, 142
차다, 65, 169
타마, 43, 169
하마, 83, 186
마아, 41, 191
아차, 95, 194
카바, 79, 183
바아, 50, 178
타다, 70, 180
라바, 70, 161
나가, 52, 148
가사, 55, 180
차자, 61, 153
하가, 48, 168
바나, 57, 168
라가, 51, 194
차파, 51, 164
카차, 66, 184
카카, 88, 161
카카, 52, 193
나다, 93, 160
마나, 73, 177
차마, 95, 151
하차, 55, 153
다차, 96, 152
파자, 77, 143
바나, 64, 176
아하, 91, 193
하나, 62, 152
가아, 58, 185
나하, 88, 185
마차, 60, 182
자마, 53, 184
카가, 58, 159
다가, 55, 174
나파, 83, 160
아카, 50, 170
사사, 70, 140
다하, 65, 173
카바, 87, 196
다라, 67, 198
바자, 42, 196
마사, 77, 152
다라, 46, 198
아나, 50, 142
바나, 59, 179
차타, 78, 196
아하, 60, 187
아자, 63, 178
나라, 67, 166
카타, 62, 191
자하, 61, 197
바마, 44, 183
가라, 86, 164
다카, 59, 162
나카, 68, 195
하자, 54, 148
파다, 90, 142
나가, 87, 165
바아, 80, 180
사가, 99, 167
마자, 98, 160
하가, 60, 199
나타, 96, 163
가라, 91, 162
나다, 59, 165
차사, 42, 147
라나, 55, 151
타다, 68, 181
타아, 45, 157
아다, 70, 147
차사, 54, 185
가하, 99, 192
아나, 76, 188
사차, 79, 194
바파, 46, 195
바차, 68, 187
파아, 48, 149
사카, 61, 178
마라, 45, 197
다마, 93, 195
하하, 58, 170
사가, 65, 183
자사, 59, 153
차아, 48, 181
파나, 61, 185
마바, 92, 148
사나, 94, 191
마파, 76, 174
마자, 55, 144
마하, 70, 168
사카, 66, 172
하자, 59, 172
자나, 69, 176
카나, 65, 158
아파, 44, 141
파나, 52, 166
라자, 89, 143
바사, 80, 142
가차, 50, 186
아마, 90, 173
다라, 88, 176
마타, 45, 148
카나, 90, 140
사라, 46, 176
하하, 48, 166
아나, 72, 174
차라, 64, 196
사사, 97, 198
나아, 45, 175
파마, 67, 174
타아, 93, 171
타자, 80, 144
하자, 52, 168
타차, 68, 170
자바, 88, 169
카바, 60, 165
마아, 49, 182
가카, 54, 142
자아, 54, 179
가아, 73, 188
하하, 81, 178
카라, 42, 172
파아, 63, 167
다사, 82, 185
다타, 94, 142
타타, 84, 195
카아, 44, 157
사카, 65, 142
다파, 77, 150
아타, 66, 154
다라, 87, 193
파아, 69, 169
라타, 60, 189
파카, 47, 182
차파, 44, 163
아라, 41, 171
하타, 67, 148
라카, 42, 157
사파, 53, 185
타나, 61, 179
나사, 95, 167
차차, 49, 193
다자, 55, 171
아타, 57, 194
마마, 62, 169
사사, 61, 155
바사, 98, 181
바바, 85, 194
가자, 94, 162
다라, 48, 140
나하, 73, 178
하카, 50, 153
파가, 98, 185
자파, 68, 177
바타, 54, 170
카카, 83, 185
카파, 99, 189
하카, 96, 146
차사, 89, 182
사차, 80, 195
하자, 50, 196
마카, 68, 155
가아, 51, 183
나타, 84, 162
자타, 53, 199
아가, 77, 190
차가, 92, 191
바나, 43, 151
다바, 86, 153
가나, 56, 173
카나, 50, 145
바타, 55, 196
바사, 53, 169
파마, 97, 188
카아, 95, 159
가라, 91, 182
차하, 52, 150
차바, 92, 176
아다, 65, 160
하바, 43, 165
하자, 76, 143
자라, 44, 144
하바, 61, 194
나다, 69, 189
라자, 41, 166
아가, 85, 165
카하, 79, 192
타가, 49, 182
자하, 86, 191
나마, 65, 145
카가, 66, 175
사나, 66, 162
카카, 64, 174
라파, 52, 173
타아, 56, 172
가가, 88, 144
가바, 78, 147
사마, 68, 180
가바, 80, 191
나사, 50, 199
카라, 58, 178
하바, 65, 183
사사, 51, 171
다하, 65, 199
타파, 59, 176
바타, 93, 146
나마, 71, 199
자나, 68, 161
하다, 43, 176
파다, 50, 160
파나, 42, 192
아아, 40, 166
나가, 88, 163
타자, 51, 199
가라, 63, 166
아차, 97, 179
카다, 46, 160
나마, 79, 177
가바, 84, 183
마라, 52, 193
타자, 64, 175
타가, 93, 181
카라, 92, 170
파카, 67, 146
타라, 85, 178
마마, 60, 167
라나, 47, 194
다타, 88, 145
자파, 81, 166
나아, 58, 163
자다, 63, 163
라차, 43, 140
바하, 93, 144
가하, 97, 147
사자, 94, 171
차다, 61, 146
자아, 83, 148
라카, 54, 158
바하, 89, 158
나파, 92, 164
나자, 88, 188
가바, 98, 191
사바, 78, 189
바사, 77, 164
가라, 87, 177
가차, 51, 162
바하, 55, 153
파다, 84, 165
나다, 66, 194
바카, 97, 164
마마, 86, 196
바다, 67, 164
마나, 41, 178
자아, 55, 157
사마, 96, 188
가다, 57, 173
하바, 51, 143
마가, 58, 183
사하, 66, 146
아라, 83, 171
바바, 96, 178
카하, 82, 168
다하, 68, 196
타파, 65, 156
나사, 56, 154
카아, 66, 168
라마, 50, 150
나라, 88, 168
가나, 52, 153
마차, 61, 166
나바, 88, 173
하다, 40, 175
나자, 51, 189
바타, 64, 195
다타, 81, 163
아자, 86, 159
하타, 44, 194
라카, 90, 170
타마, 94, 170
아타, 77, 184
마아, 81, 142
나라, 92, 143
카파, 96, 164
자자, 40, 194
마차, 82, 192
하하, 99, 155
사나, 64, 168
사카, 51, 174
타사, 68, 154
마타, 58, 182
하하, 95, 178
마타, 76, 141
라다, 71, 142
타카, 69, 168
나자, 71, 186
차마, 70, 199
가마, 71, 185
나카, 78, 166
다사, 95, 168
가가, 91, 150
아가, 99, 172
나카, 96, 157
사라, 86, 169
마자, 76, 195
카바, 59, 155
자아, 65, 147
파자, 43, 167
마가, 50, 148
타아, 79, 188
아라, 40, 184
라아, 55, 188
차타, 74, 173
자바, 61, 190
아하, 81, 161
다차, 78, 187
하아, 43, 180
나카, 62, 164
바가, 83, 194
나다, 53, 171
가라, 94, 192
카파, 84, 187
자사, 43, 192
카카, 82, 144
차파, 70, 189
타가, 89, 172
가라, 63, 175
카아, 62, 177
차라, 99, 177
나자, 57, 159
마카, 63, 155
가아, 78, 192
파바, 52, 189
사하, 55, 147
마파, 90, 176
하차, 58, 166
라자, 82, 176
다타, 80, 156
나다, 45, 190
자다, 44, 158
사사, 91, 160
가자, 79, 154
타마, 66, 168
나차, 56, 173
나라, 90, 186
하파, 54, 162
파차, 91, 164
하나, 99, 155
카아, 88, 147
나파, 46, 186
가라, 74, 147
자카, 79, 153
다나, 88, 168
나가, 61, 145
바자, 85, 166
사아, 50, 190
자아, 71, 145
자바, 67, 165
하다, 79, 151
다사, 82, 163
바바, 74, 189
하차, 42, 162
차라, 60, 156
파나, 92, 174
아라, 69, 145
마카, 48, 193
파타, 43, 173
하카, 65, 173
자타, 76, 187
가아, 96, 198
카라, 79, 171
바나, 94, 196
다카, 41, 150
사가, 79, 195
차자, 93, 173
나나, 82, 199
가카, 93, 160
하파, 44, 191
나나, 46, 187
파나, 48, 181
자하, 83, 164
아아, 71, 148
카파, 58, 157
타하, 46, 160
바다, 59, 189
차타, 49, 155
파라, 49, 189
하파, 94, 148
자사, 91, 186
라나, 88, 185
아차, 85, 185
하마, 92, 157
아파, 96, 197
아다, 71, 188
사파, 52, 178
바카, 85, 189
타사, 75, 167
다가, 71, 196
사라, 87, 169
라라, 83, 155
다가, 40, 181
사파, 41, 187
파나, 51, 175
차하, 45, 193
나마, 95, 141
사라, 79, 196
하다, 85, 196
라차, 64, 175
타라, 88, 179
나바, 54, 165
자타, 62, 149
아라, 59, 150
차카, 64, 189
차차, 55, 195
카다, 80, 183
라사, 43, 166
다자, 81, 177
타자, 81, 174
다아, 95, 195
라하, 84, 159
아타, 61, 198
하라, 77, 193
라마, 96, 199
차다, 84, 141
자아, 87, 160
바파, 64, 171
라마, 57, 180
하아, 56, 161
아타, 50, 169
차나, 64, 145
카나, 66, 151
다타, 92, 163
아라, 77, 193
타다, 47, 194
카하, 52, 187
차다, 77, 182
라자, 63, 178
라타, 96, 159
나바, 95, 167
카하, 88, 194
나나, 95, 141
카다, 41, 185
아마, 75, 142
카카, 41, 168
다가, 49, 153
하가, 98, 196
가카, 49, 186
하라, 60, 193
아차, 59, 141
타타, 66, 194
하나, 51, 168
하나, 73, 141
하마, 46, 187
라가, 67, 193
마마, 76, 193
바자, 47, 153
카카, 73, 170
자자, 49, 166
하아, 93, 151
아마, 77, 152
라바, 58, 170
사다, 82, 178
가파, 71, 176
파다, 78, 140
라타, 67, 173
타아, 59, 154
차마, 54, 168
카다, 83, 149
하아, 98, 181
사마, 49, 154
가하, 85, 195
카차, 46, 148
하하, 93, 141
타파, 81, 187
타라, 46, 168
파차, 85, 156
다라, 87, 160
다마, 61, 181
차차, 85, 180
가다, 87, 148
사나, 41, 194
나자, 62, 194
파타, 88, 148
사가, 65, 159
자바, 83, 174
바가, 74, 161
차바, 65, 160
아차, 99, 140
가바, 67, 156
가사, 96, 179
타다, 45, 197
하나, 87, 178
라카, 69, 140
마가, 97, 171
다마, 86, 145
사자, 55, 160
타나, 50, 158
자나, 49, 171
카마, 71, 192
파파, 84, 157
마바, 50, 156
가자, 95, 198
사마, 86, 167
타하, 62, 162
사마, 45, 169
카자, 60, 198
하타, 85, 146
차나, 51, 157
다나, 52, 148
자가, 57, 154
다하, 88, 144
